tempo,artist_familiarity,duration,loudness,Genre
196.137,0.603550952,195.5522,-6.675,Latin
195.985,0.908984296,239.882,-4.335,Latin
195.874,0.439907658,233.40363,-7.106,International
193.99,0.461741493,193.41016,-12.793,Latin
193.575,0.774037142,273.78893,-10.27,Latin
193.426,0.58547954,207.20281,-12.682,Easy_Listening
192.89,0.34173223,178.57261,-10.111,Folk
192.831,0.609817354,186.30485,-9.866,Blues
192.417,0.597531865,271.64689,-7.537,Latin
192.301,0.422971308,307.40853,-11.143,Jazz
190.038,0.448013836,344.68526,-8.627,Electronic
189.782,0.474983458,160.46975,-13.579,Country
189.682,0.484898305,163.23873,-8.662,Latin
189.646,0.501544777,313.12934,-9.512,Latin
189.534,0.411875463,162.19383,-12.8,International
188.626,0.53002231,215.30077,-10.232,International
188.502,0.524700041,289.64526,-9.435,Latin
188.502,0.533453343,280.45016,-3.087,Latin
188.018,0.740796616,341.08036,-9.276,Electronic
187.511,0.333274132,362.9971,-8.036,Comedy_Spoken
187.495,0.104186987,220.13342,-9.851,Blues
187.46,0.430721866,298.84036,-6.479,International
187.406,0.534392294,424.51546,-12.205,Jazz
187.128,0.742548135,167.00036,-14.406,Country
187.045,0.481397528,323.16036,-16.853,Country
186.886,0.584037865,242.18077,-13.012,Blues
186.511,0.485792919,246.04689,-18.679,Blues
186.13,0.370429862,66.42893,-15.755,Country
185.327,0.461741493,232.07138,-9.832,Latin
184.529,0.476968971,113.42322,-11.326,Holiday
184.004,0.713782886,335.5424,-9.277,Electronic
183.636,0.414488208,322.21995,-14.305,Latin
182.879,0.430538907,191.97342,-18.025,Jazz
182.198,0.439907658,285.1522,-7.613,International
182.168,0.748320703,329.58649,-7.951,Latin
182.01,0.679011869,321.2273,-5.388,Electronic
181.968,0.683341036,150.85669,-20.845,Folk
181.743,0.53328688,97.30567,-5.272,Electronic
181.371,0.487077751,309.60281,-7.254,Electronic
181.239,0.479620747,185.73016,-17.45,Latin
180.532,0.519780641,249.93914,-16.454,International
180.381,0.331226241,175.04608,-11.411,Country
180.191,0.502866928,295.02649,-11.878,Latin
180.077,0.37128168,211.64363,-8.85,International
180.06,0.54192836,242.1024,-7.203,Latin
180.04,0.525332914,194.21995,-4.556,Latin
180.012,0.606575679,193.72363,-6.149,Electronic
179.609,0.64909505,161.59302,-19.397,Easy_Listening
179.575,0.523633032,216.86812,-13.774,Latin
179.502,0.648902582,263.6273,-7.711,Latin
179.486,0.857319901,224.522,-5.823,Latin
179.318,0.575844757,182.80444,-9.039,Latin
179.161,0.579273042,131.36934,-9.349,Jazz
179.081,0.462996094,154.30485,-11.301,Blues
178.929,0.538084829,254.24934,-8.61,Blues
178.471,0.412736418,274.85995,-11.961,Latin
177.841,0.507862067,253.54404,-14.233,International
177.362,0.621616922,263.83628,-5.212,Blues
176.349,0.606885311,267.67628,-10.96,Jazz
176.279,0.624200328,197.22404,-23.549,Jazz
176.18,0.606885311,325.66812,-12.861,Jazz
176.122,0.711380096,231.10485,-14.383,Classical
176.014,0.34674451,277.002,-7.44,Jazz
175.954,0.614870934,198.42567,-7.958,Country
175.01,0.622684167,170.08281,-5.037,International
174.268,0.573039791,183.53587,-6.601,Country
174.037,0.5623863,278.38649,-8.978,Latin
174.014,0.351182454,220.36853,-7.91,Electronic
173.649,0.479755041,208.03873,-16.444,Latin
172.955,0.678008837,381.30893,-9.232,Avant_Garde
172.9,0.619366855,57.39057,-10.985,Blues
172.348,0.428252654,190.92853,-16.079,Blues
172.326,0.57763315,143.62077,-16.21,Latin
171.743,0.558481253,115.82649,-15.304,Children
171.463,0.366302895,214.30812,-10.304,Jazz
170.995,0.817256939,162.29832,-10.06,Country
170.966,0.541968375,308.74077,-8.196,International
170.897,0.582460567,214.96118,-10.736,Country
170.739,0.626821327,226.5073,-4.872,International
170.732,0.462975288,150.80444,-5.433,Latin
170.373,0.531829216,217.62567,-5.625,Electronic
170.047,0.58913627,227.65669,-13.342,International
169.797,0.467413844,359.52281,-13.443,Blues
169.663,0.5623863,254.53669,-6.668,Latin
169.235,0.46689796,233.01179,-6.589,International
168.879,0.425883322,147.82649,-15.965,Country
168.849,0.692973745,182.33424,-9.068,Country
168.814,0.683455701,355.68281,-10.871,Blues
168.36,0.628560156,254.35383,-6.367,Blues
168.248,0.730264991,181.60281,-17.198,Country
168.231,0.591846287,83.12118,-1.674,Latin
168.144,0.744891287,284.1073,-5.202,Latin
168.08,0.614870934,155.97669,-7.711,Country
167.97,0.88974922,245.78567,-4.954,Country
167.954,0.593226735,171.80689,-4.134,Latin
167.952,0.38414326,249.88689,-9.522,International
167.941,0.616312991,214.46485,-5.609,International
167.92,0.408389022,249.41669,-6.693,Electronic
167.915,0.547801656,292.04853,-14.188,Jazz
167.871,0.29143326,330.63138,-8.875,Blues
167.832,0.601891975,260.12689,-13.382,Easy_Listening
167.665,0.579424108,394.762,-14.245,Blues
167.477,0.593496044,197.90322,-14.23,Comedy_Spoken
167.307,0.40724312,283.92444,-12.921,Jazz
166.989,0.480062114,350.56281,-12.256,International
165.977,0.638590617,219.21914,-7.492,Latin
165.763,0.679292184,192.62649,-6.782,Country
165.578,0.451784406,154.74893,-12.266,Jazz
164.983,0.498663649,149.4722,-13.45,Latin
164.886,0.421792253,203.44118,-15.095,Folk
164.594,0.632008013,274.72934,-9.727,Jazz
164.33,0.557651997,312.99873,-12.589,Latin
164.192,0.442016128,144.90077,-10.715,Latin
163.942,0.500506965,124.52526,-18.57,Country
163.922,0.496152636,317.36118,-11.88,Latin
163.789,0.772871995,297.66485,-24.732,Electronic
163.567,0.453912533,183.19628,-11.765,International
163.519,0.546116884,201.50812,-11.378,Latin
162.496,0.594866645,185.41669,-19.308,Blues
162.226,0.57942273,193.85424,-7.049,Blues
162.134,0.439907658,255.55546,-7.921,International
162.006,0.470124075,249.57342,-7.066,Electronic
161.772,0.645426499,421.19791,-10.611,Electronic
161.7,0.450852685,181.39383,-10.173,Blues
161.543,0.483243067,256.57424,-8.215,International
161.486,0.476128752,190.22322,-8.221,Latin
161.387,0.303495173,166.97424,-24.399,Jazz
161.196,0.691850737,102.94812,-7.42,Electronic
160.981,0.34173223,208.90077,-15.279,Folk
160.979,0.450852685,151.7971,-21.403,Blues
160.976,0.599935172,278.7522,-9.399,Jazz
160.887,0.64783484,238.68036,-7.386,International
160.828,0.505602748,255.39873,-10.285,Latin
160.786,0.88974922,245.36771,-4.536,Country
160.67,0.575844757,207.98649,-8.974,Latin
160.546,0.553637086,62.92853,-23.563,Electronic
160.251,0.29411663,267.59791,-24.447,International
160.011,0.525677566,387.97016,-12.068,Electronic
160.006,0.434062507,180.13995,-14.365,Electronic
159.968,0.385143351,175.62077,-10.647,Country
159.886,0.614870934,230.66077,-6.145,Country
159.825,0.468250911,351.29424,-11.998,Latin
159.668,0.472247769,261.642,-7.164,Latin
159.621,0.579137535,270.99383,-7.992,Electronic
159.587,0.421187326,138.63138,-9.672,Easy_Listening
159.134,0.479848522,229.45914,-6.032,Latin
158.832,0.464994319,215.40526,-11.712,Country
158.569,0.44492125,229.53751,-25.342,Jazz
158.12,0.555904123,246.12526,-15.693,Blues
158.009,0.566796475,166.05995,-21.141,Easy_Listening
158.007,0.638590617,222.92853,-7.123,Latin
157.972,0.439716355,254.64118,-5.75,Electronic
157.95,0.398366354,222.98077,-13.812,Jazz
157.699,0.498834975,107.93751,-9.394,Country
157.67,0.515033584,170.50077,-13.086,International
156.948,0.621616922,322.66404,-7.737,Blues
156.833,0.410912881,369.89342,-8.218,International
156.26,0.460250922,247.53587,-7.872,Electronic
156.029,0.498663649,241.57995,-3.892,Latin
155.996,0.692922731,265.84771,-9.532,Electronic
155.926,0.595414459,288.28689,-6.156,Country
155.839,0.67159627,166.39955,-17.913,Country
155.792,0.64934561,157.67465,-16.892,Easy_Listening
155.526,0.500848692,41.56036,-17.437,Latin
154.783,0.742548135,135.36608,-12.965,Country
154.731,0.405923907,182.36036,-31.391,Jazz
154.619,0.817256939,127.99955,-21.916,Country
154.403,0.485855596,226.32444,-8.666,Country
154.354,0.679395051,207.09832,-4.66,Country
154.322,0.604820432,203.98975,-11.976,Blues
154.188,0.683341036,277.83791,-20.803,Folk
153.974,0.485855596,207.41179,-10.052,Country
153.922,0.481773107,294.24281,-10.836,International
153.898,0.356990698,120.42404,-17.777,Country
153.849,0.679292184,200.38485,-7.365,Country
153.765,0.450852685,180.03546,-19.24,Blues
153.447,0.827409365,201.16853,-7.279,Country
153.145,0.744891287,191.9473,-3.423,Latin
152.857,0.561589946,242.80771,-8.707,Latin
152.709,0.394311539,138.1873,-16.188,International
152.434,0.582460567,177.57995,-13.134,Country
152.208,0.785230454,211.59138,-5.809,Country
152.168,0.546788717,168.69832,-8.275,Latin
151.984,0.435732004,189.46567,-5.154,Latin
151.869,0.598636434,239.67302,-7.345,Latin
151.73,0.624252499,121.73016,-12.744,Country
151.676,0.428300267,329.24689,-8.159,Country
151.528,0.598726841,245.81179,-7.92,Country
151.311,0.424869471,258.2722,-4.667,International
150.955,0.561589946,191.68608,-10.764,Latin
150.867,0.485792919,147.77424,-12.389,Blues
150.439,0.635757022,143.82975,-11.366,Country
150.418,0.322476082,202.94485,-7.014,Latin
150.314,0.726299713,107.98975,-17.624,Folk
150.081,0.435105061,124.682,-25.416,Jazz
150.066,0.7957297,187.6371,-7.188,Electronic
150.059,0.517274592,149.41995,-17.294,Blues
150.009,0.434062507,191.7122,-14.113,Electronic
149.767,0.774037142,151.92771,-4.468,Latin
149.765,0.425072222,238.21016,-6.339,International
149.689,0.528932162,234.44853,-9.878,Jazz
149.056,0.428252654,176.32608,-16.748,Blues
149.039,0.720823972,252.02893,-17.225,Latin
149.005,0.405923907,89.88689,-26.7,Jazz
148.975,0.500848692,388.96281,-11.403,Latin
148.929,0.555765,172.30322,-13.173,Easy_Listening
148.748,0.490890399,36.54485,-16.397,Latin
148.524,0.507862067,238.57587,-13.7,International
148.426,0.485921286,330.23955,-9.498,Jazz
148.371,0.556083173,233.50812,-5.588,International
148.357,0.635757022,127.05914,-12.772,Country
148.294,0.326699728,118.5171,-14.523,Folk
148.105,0.571833796,145.55383,-10.905,Latin
148.046,0.479620747,137.482,-16.469,Latin
148.022,0.590792957,285.72689,-11.002,Blues
147.964,0.35342955,210.85995,-19.407,Children
147.928,0.597220853,212.89751,-6.986,Country
147.734,0.247140096,159.45098,-6.22,International
147.128,0.626803106,264.6722,-7.611,Blues
147.087,0.573612399,295.13098,-12.512,Folk
147.066,0.628560156,235.59791,-8.693,Blues
147.055,0.588827101,416.44363,-17.518,Jazz
147.002,0.460250922,330.37016,-8.259,Electronic
146.894,0.603383145,44.64281,-16.504,Country
146.879,0.620980305,231.96689,-5.621,Electronic
146.654,0.546310424,163.29098,-9.627,Latin
146.606,0.15960547,227.082,-9.527,Jazz
146.569,0.572500601,234.78812,-8.032,Blues
146.275,0.591846287,129.48853,-11.504,Latin
146.061,0.498663649,200.48934,-12.708,Latin
146.053,0.557094505,241.05751,-6.454,International
145.464,0.695421645,397.76608,-9.314,Electronic
145.218,0.46689796,194.24608,-9.503,International
145.032,0.375736887,342.02077,-6.424,Electronic
145.021,0.520726488,283.79383,-5.08,Electronic
144.71,0.558481253,233.45587,-16.263,Children
144.651,0.498663649,211.80036,-15.358,Latin
144.649,0.46689796,168.04526,-8.556,International
144.538,0.503523667,146.02404,-15.911,Country
144.184,0.471669594,192.15628,-17.985,Jazz
144.142,0.427987492,341.05424,-7.958,International
144.073,0.467304393,259.34322,-9.393,International
144.047,0.53002231,232.9073,-15.49,International
144.045,0.374570027,206.78485,-7.377,Electronic
144.012,0.547801656,407.06567,-12.957,Jazz
144.005,0.664690939,453.58975,-7.49,Jazz
144.001,0.469788161,190.56281,-6.196,Folk
143.804,0.765254692,193.54077,-10.691,Country
143.676,0.630550568,403.25179,-11.533,Jazz
143.267,0.392710303,266.34404,-6.31,Electronic
142.869,0.626821327,195.83955,-12.359,Latin
142.839,0.534392294,374.49098,-12.101,Jazz
142.453,0.700716633,24.34567,-21.978,Latin
142.431,0.505602748,213.26322,-3.238,Latin
142.409,0.707925027,232.64608,-6.349,Country
142.351,0.515312738,254.45832,-7.893,Electronic
142.158,0.561370907,519.8624,-22.517,Electronic
141.743,0.47432902,177.47546,-16.017,Jazz
141.71,0.730959086,336.19546,-8.527,Latin
141.705,0.643544997,207.80363,-7.132,Country
141.553,0.496794628,146.33751,-13.232,Country
141.51,0.732393863,259.68281,-18.184,Country
141.438,0.641197515,267.36281,-7.322,Folk
141.358,0.519969698,102.79138,-10.745,International
141.229,0.618296844,292.17914,-24.22,Jazz
141.185,0.506126774,187.53261,-17.186,Blues
141.053,0.550233065,189.70077,-9.318,Latin
141.052,0.582460567,261.09342,-11.81,Country
141.002,0.528107468,301.73995,-8.874,Electronic
140.997,0.447804201,513.56689,-5.957,Electronic
140.979,0.492682066,181.26322,-7.278,Electronic
140.951,0.400890514,238.10567,-6.206,Latin
140.666,0.498946148,366.0273,-18.826,Jazz
140.595,0.585179121,208.14322,-5.384,Country
140.444,0.48307464,230.60853,-5.046,Blues
140.178,0.521672995,199.1571,-16.923,Blues
140.097,0.531829216,218.72281,-5.221,Electronic
140.09,0.602360696,232.56771,-10.181,International
140.08,0.421209147,421.48526,-13.256,International
140.045,0.598985507,230.76526,-5.418,Electronic
140.044,0.564710159,269.322,-9.041,Jazz
140.043,0.5623863,378.04363,-5.17,Latin
140.04,0.324677431,214.93506,-7.163,International
140.026,0.538404074,397.26975,-11.018,Electronic
140.025,0.590818773,241.68444,-8.948,Latin
140.013,0.598985507,495.38567,-5.085,Electronic
140.013,0.467235916,433.71057,-2.988,Electronic
139.994,0.70382389,233.16853,-11.357,Electronic
139.993,0.420966667,335.51628,-7.427,Electronic
139.99,0.71149724,287.50322,-12.517,Country
139.963,0.038867537,286.58893,-9.134,Electronic
139.866,0.607326982,193.20118,-17.85,Blues
139.628,0.558481253,167.00036,-10.62,Children
139.469,0.29143326,287.11138,-11.992,Blues
138.986,0.691850737,179.30404,-28.138,Electronic
138.755,0.348920356,211.74812,-7.461,Blues
138.279,0.46689796,214.282,-8.52,International
138.094,0.732393707,183.06567,-17.312,Country
138.048,0.543350013,349.83138,-6.26,Electronic
138.046,0.630107322,348.55138,-7.881,Electronic
138.003,0.515611096,349.12608,-11.708,Electronic
137.999,0.559827532,384.57424,-7.856,Electronic
137.981,0.566508226,430.54975,-9.152,Electronic
137.971,0.596210958,436.21832,-9.783,Electronic
137.963,0.532678059,307.722,-6.497,Electronic
137.938,0.360015522,218.53995,-6.513,Electronic
137.936,0.508461668,234.73587,-2.019,Electronic
137.903,0.502711859,207.28118,-9.652,Electronic
137.865,0.765254692,294.24281,-8.782,Country
137.828,0.459797129,164.96281,-6.929,Comedy_Spoken
137.823,0.479755041,246.67383,-14.181,Latin
137.765,0.641197515,256.62649,-9.071,Folk
137.687,0.052103414,517.0673,-18.993,Classical
137.673,0.616436885,150.25587,-15.574,Latin
137.645,0.639249552,27.89832,-3.959,Avant_Garde
137.349,0.448644086,390.63465,-5.252,International
137.29,0.67159627,142.75873,-11.335,Country
137.289,0.336970428,186.87955,-10.836,International
137.23,0.604820432,250.53995,-12.685,Blues
136.967,0.790695939,349.04771,-6.615,Electronic
136.936,0.540123026,249.49506,-11.727,Electronic
136.908,0.732393863,212.37506,-8.403,Country
136.874,0.341768516,279.84934,-12.891,Latin
136.7,0.496436796,243.61751,-3.628,Latin
136.248,0.439080215,456.61995,-12.338,International
136.234,0.479755041,222.9024,-20.831,Latin
135.982,0.615504103,307.35628,-7.769,Latin
135.826,0.584633791,68.49261,-9.233,Blues
135.642,0.566013954,230.42567,-8.924,Country
135.458,0.360187294,433.42322,-12.398,International
135.374,0.722105298,356.41424,-14.445,Latin
135.053,0.614345532,440.52853,-10.744,Electronic
135.045,0.469018735,193.72363,-5.548,Electronic
135.039,0.498399138,436.21832,-9.732,Electronic
135.011,0.573605491,329.45587,-13.209,Folk
134.83,0.470466866,511.21587,-17.68,Jazz
134.741,0.609636698,286.82404,-6.615,Blues
134.654,0.442818538,136.77669,-12.863,Latin
134.551,0.52524756,265.01179,-7.416,Jazz
134.21,0.450340395,493.7922,-9.535,Electronic
134.201,0.541968375,265.76934,-11.73,International
134.192,0.570609658,221.20444,-9.467,Latin
134.113,0.630107322,304.45669,-6.934,Electronic
134.112,0.510993042,179.51302,-5.475,Comedy_Spoken
134.089,0.513136817,171.4673,-6.234,Country
134.046,0.427987492,431.93424,-6.451,International
133.994,0.697887822,208.09098,-5.637,Latin
133.979,0.701506287,213.02812,-7.112,Latin
133.96,0.3949625,110.10567,-6.566,Avant_Garde
133.838,0.378347969,144.16934,-18.865,Country
133.721,0.443865075,72.33261,-12.043,Comedy_Spoken
133.428,0.464994319,204.85179,-11.14,Country
133.392,0.695421645,301.06077,-8.688,Electronic
133.391,0.641197515,352.88771,-8.733,Folk
133.343,0.487077751,327.47057,-6.152,Electronic
133.329,0.399817335,297.35138,-10.174,Electronic
133.326,0.448013836,283.76771,-7.827,Electronic
133.297,0.550862755,263.41832,-7.966,Electronic
132.998,0.790695939,262.21669,-6.4,Electronic
132.888,0.638073376,350.64118,-21.339,Jazz
132.858,0.505602748,321.33179,-9.846,Latin
132.666,0.481773107,219.48036,-8.236,International
132.345,0.366537936,186.53995,-14.726,Comedy_Spoken
132.27,0.485827967,554.68363,-12.831,International
132.261,0.522008233,190.69342,-14.636,International
132.082,0.463840401,191.92118,-6.435,Latin
132.023,0.472247769,221.64853,-6.246,Latin
131.999,0.531829216,380.08118,-7.804,Electronic
131.999,0.601295442,164.93669,-5.018,International
131.995,0.617787589,456.82893,-12.062,Electronic
131.991,0.5013627,343.562,-10.751,Jazz
131.991,0.324677431,217.33832,-8.301,International
131.985,0.688040857,356.23138,-5.861,Electronic
131.938,0.598636434,216.81587,-5.737,Latin
131.936,0.470466866,326.60853,-14.43,Jazz
131.877,0.537425311,352.93995,-12.982,Electronic
131.842,0.036103552,127.76444,-5.989,International
131.84,0.573612399,243.51302,-19.514,Folk
131.648,0.680123829,125.07383,-23.246,Electronic
131.458,0.704994472,265.24689,-8.387,Country
131.45,0.730265183,168.33261,-15.467,Country
131.444,0.485827967,500.6624,-12.602,International
131.281,0.674970293,199.8624,-21.82,Electronic
131.074,0.614870934,160.62649,-6.94,Country
130.923,0.510098894,228.15302,-5.705,Electronic
130.862,0.803619262,161.85424,-4.665,Electronic
130.823,0.460250922,229.40689,-9.793,Electronic
130.453,0.462996094,164.8322,-11.425,Blues
130.316,0.274613283,392.4371,-18.245,Jazz
130.286,0.71881021,404.37506,-9.317,Electronic
130.126,0.421209147,451.44771,-3.871,International
130.103,0.559827532,413.04771,-7.55,Electronic
130.07,0.474860262,508.60363,-11.516,Electronic
130.057,0.561272323,246.56934,-8.909,International
130.053,0.744844377,225.82812,-3.951,Electronic
130.027,0.573605491,338.33751,-14.248,Folk
130.026,0.561272323,237.63546,-6.709,International
130.023,0.440804614,285.88363,-6.604,Electronic
130.019,0.523644406,468.06159,-7.38,Electronic
130.006,0.740796632,228.85832,-6.642,Electronic
130.005,0.387295691,464.5873,-7.818,Electronic
130.002,0.813013089,275.12118,-7.852,Electronic
130.001,0.505269396,555.54567,-9.845,Electronic
129.993,0.790696466,479.76444,-5.84,Electronic
129.988,0.35650011,224.93995,-10.925,Jazz
129.987,0.49237718,198.19057,-6.806,Electronic
129.986,0.505269396,223.52934,-4.518,Electronic
129.975,0.769944259,195.21261,-3.592,Electronic
129.974,0.251104742,203.83302,-13.657,Electronic
129.961,0.630107322,490.55302,-8.564,Electronic
129.584,0.683455701,190.06649,-14.023,Blues
129.583,0.520553746,114.62485,-7.573,Blues
129.354,0.435732004,129.74975,-8.077,Latin
129.318,0.327233191,276.03546,-17.846,International
129.318,0.508971308,235.41506,-5.492,Comedy_Spoken
129.266,0.464994319,202.52689,-10.008,Country
128.999,0.543350013,601.99138,-11.335,Latin
128.998,0.698977346,255.05914,-5.052,Latin
128.972,0.632008013,444.81261,-8.424,Jazz
128.808,0.435026684,319.26812,-15.813,Latin
128.664,0.560256828,201.03791,-19.87,Jazz
128.578,0.438784795,225.72363,-12.62,International
128.544,0.461741493,194.87302,-11.906,Latin
128.502,0.496152636,237.322,-8.361,Latin
128.43,0.558481253,182.22975,-11.498,Children
128.292,0.632559542,303.09832,-8.879,International
128.251,0.44492125,282.09587,-25.038,Jazz
128.219,0.422971308,320.60036,-9.993,Jazz
128.135,0.60981436,142.41914,-37.065,Avant_Garde
128.087,0.654644975,217.15546,-8.809,Country
128.07,0.477151293,180.79302,-7.944,Electronic
128.006,0.769944259,289.04444,-2.846,Electronic
127.996,0.614394092,608.23465,-10.289,Electronic
127.995,0.703229577,405.10649,-5.988,Electronic
127.981,0.579396663,395.28444,-5.299,Electronic
127.923,0.553637086,793.62567,-12.593,Electronic
127.923,0.528563793,493.29587,-8.648,Electronic
127.874,0.644693319,456.51546,-11.009,Electronic
127.856,0.568804865,187.16689,-6.223,Country
127.853,0.566796475,151.09179,-12.898,Easy_Listening
127.582,0.483243067,337.60608,-13.891,International
127.574,0.440158294,177.81506,-7.625,Electronic
127.494,0.332194383,192.96608,-16.308,Country
127.469,0.598636434,285.28281,-8.879,Latin
127.434,0.614870934,349.33506,-10.271,Country
127.307,0.440158294,421.27628,-9.657,Electronic
127.279,0.597702904,368.3522,-16.223,Latin
127.257,0.608703568,234.16118,-6.748,Country
127.122,0.48307464,209.44934,-3.432,Blues
126.984,0.67161064,508.02893,-6.992,Electronic
126.956,0.56573878,204.85179,-6.682,Latin
126.946,0.622079647,336.24771,-12.624,Jazz
126.914,0.489318162,485.14567,-15.252,Electronic
126.792,0.668020249,211.53914,-16.169,Comedy_Spoken
126.649,0.664690939,266.9971,-6.514,Jazz
126.618,0.598726841,240.90077,-8.278,Country
126.533,0.566013954,239.20281,-8.139,Country
126.42,0.604820432,367.98649,-6.626,Jazz
126.034,0.439928602,241.97179,-5.779,Electronic
126.029,0.359129966,152.99873,-15.71,Latin
125.994,0.590818773,300.93016,-7.761,Latin
125.975,0.693009204,327.8624,-6.531,Electronic
125.778,0.389179333,281.57342,-14.296,Electronic
125.693,0.315307851,303.90812,-11.576,International
125.648,0.577228503,339.80036,-13.462,Jazz
125.294,0.498991673,262.55628,-10.325,Jazz
125.224,0.442818538,162.08934,-13.136,Latin
125.147,0.648692286,684.79955,-12.114,Electronic
125.147,0.695416519,280.13669,-13.078,Jazz
125.05,0.528835698,243.30404,-5.981,Blues
125.028,0.330520763,174.10567,-8.192,Latin
125.022,0.75347562,214.12526,-3.321,Country
125.012,0.596845852,505.67791,-7.255,Electronic
125.008,0.632718261,420.15302,-9.801,Electronic
125.008,0.526127033,198.73914,-6.735,Electronic
125.007,0.656020324,260.8322,-6.035,Latin
124.998,0.619530991,258.89914,-5.811,International
124.995,0.691973119,232.38485,-5.797,Electronic
124.988,0.501785968,395.17995,-8.586,Electronic
124.986,0.639249552,29.33506,-2.124,Avant_Garde
124.976,0.501785968,231.10485,-10.201,Electronic
124.916,0.496794628,125.67465,-9.089,Country
124.883,0.53206957,382.98077,-14.856,Jazz
124.798,0.571422802,549.38077,-16.8,Jazz
124.726,0.359129966,129.12281,-13.259,Latin
124.693,0.75738997,226.2722,-9.344,Country
124.479,0.310776523,313.20771,-12.235,Folk
124.391,0.57810363,201.42975,-18.7,Jazz
124.129,0.496436796,268.87791,-4.537,Latin
124.086,0.501890126,433.47546,-13.149,Comedy_Spoken
124.073,0.515034941,359.8624,-10.004,Jazz
124.057,0.668204961,308.4273,-8.644,Latin
124.05,0.457120797,439.17016,-15.037,Electronic
124.05,0.496630085,362.68363,-4.577,Electronic
124.043,0.791761696,393.84771,-9.857,Electronic
124.028,0.507258204,291.89179,-8.094,Electronic
124.023,0.664559979,272.95302,-9.846,Electronic
124.014,0.557571059,211.90485,-6.255,International
124.006,0.619530991,331.88526,-4.769,International
123.994,0.609807806,437.9424,-6.042,Electronic
123.993,0.480047819,557.26975,-12.26,Electronic
123.978,0.526127033,292.5971,-5.193,Electronic
123.871,0.720823972,230.47791,-14.743,Latin
123.768,0.287653411,265.61261,-8.559,Jazz
123.669,0.423065328,325.3024,-12.532,Latin
123.531,0.540750151,169.63873,-14.257,Country
123.472,0.46689796,192.67873,-10.73,International
123.448,0.857319901,366.70649,-7.098,Latin
123.352,0.657883116,312.76363,-13.455,Jazz
123.149,0.55746022,212.61016,-7.111,Latin
123.013,0.458292314,278.36036,-12.796,Electronic
123.006,0.53002231,133.98159,-9.498,International
122.984,0.713782886,556.06812,-6.817,Electronic
122.934,0.713782886,359.36608,-6.637,Electronic
122.886,0.49867683,178.54649,-6.693,Electronic
122.829,0.487077751,299.98975,-6.573,Electronic
122.757,0.233787991,172.5122,-8.33,Comedy_Spoken
122.645,0.603843765,236.77342,-4.548,Latin
122.623,0.510075541,243.90485,-9.433,Jazz
122.148,0.327233191,136.30649,-26.514,International
122.093,0.391454064,146.57261,-7.828,Latin
122.072,0.46492901,263.18322,-13.328,Latin
122.061,0.459797129,166.84363,-4.97,Comedy_Spoken
122.022,0.71149724,192.46975,-10.002,Country
122.019,0.572616246,240.27383,-9.31,Blues
121.971,0.641172818,181.55057,-18.006,Jazz
121.968,0.48221287,241.52771,-6.01,International
121.945,0.398544645,204.14649,-8.755,Folk
121.915,0.837947909,38.3473,-16.739,Jazz
121.896,0.563845985,383.16363,-16.486,Electronic
121.884,0.646527637,159.68608,-17.15,Folk
121.797,0.334542784,136.46322,-12.657,Comedy_Spoken
121.773,0.685691649,290.97751,-15.546,Country
