"track_id","artist_name","song_title","year","artist_familiarity","artist_hotttnesss","artist_id","artist_location","song_hotttnesss","danceability","duration","energy","loudness","idx_segments_loudness_max","tempo","key","Genre"
"TRABEKF128F42765FF","Nights Like These","Ghost Town Rituals (Album Version)",2006,0.628886848,0.310754057,"ARXIIEY1187FB44EAF","Memphis, TN",0.334706549,0,305.89342,0,-4.053,0,124.872,5,"Pop_Rock"
"TRABFPX128F9331F21","Richard Galliano","L' Envers Du DÌ©cor",1999,0.571422802,0.423356106,"ARWI6LR1187FB46E9F","Le Cannet, France",0.340922756,0,261.74649,0,-15.008,0,76.296,9,"Jazz"
"TRABFTP12903CE6A47","Debbie Davies","Little Sister",1998,0.528835698,0.343133497,"AR7OCK81187B98D1F1","Los Angeles, CA",0.265861049,0,225.67138,0,-6.908,0,116.984,7,"Blues"
"TRABGUU128F4227C0A","Yung Joc","BYOB (Explicit Album Version)",2007,0.851218064,0.510490081,"AROHMXL1187B9AF4B2","College Park, Georgia",0.304169503,0,193.64526,0,-5.797,0,174.019,4,"Rap"
"TRABHCE128F426361B","VHS Or Beta","The Melting Moon (Edit)",2004,0.67161064,0.421973968,"AR5WPYF1187B9B40DA","Louisville, KY",0.524969055,0,224.20853,0,-5.893,0,126.806,9,"Pop_Rock"
"TRABIEL128F931E1F2","Marcus Miller","Let Me Show You [I Just Want To Make You Smile]",1983,0.695416519,0.412110495,"ARGEKDX1187FB3A5BF","Brooklyn, NY",0.503381236,0,280.13669,0,-13.078,0,125.147,0,"Jazz"
"TRABIKX128F930CE4F","Ayo","Complain",2006,0.522590185,0.390641236,"ARN03F71187FB4E3F4","United States",0,0,212.71465,0,-11.26,0,128.689,0,"Pop_Rock"
"TRABIOI12903CD8B9B","Kid Sister","Daydreaming [Jakwob Remix]",2009,0.749395045,0.464517526,"ARJ9B1V1187FB4DD1F","Chicago IL",0.573019828,0,277.2371,0,-3.573,0,140.026,11,"Pop_Rock"
"TRABJWA128F9309C09","Ensiferum","Warrior's Quest",1999,0.710203377,0.51484988,"ARUWB5W1187B98D7A1","Helsinki, Finland",0.660344383,0,291.02975,0,-4.507,0,179.988,7,"Pop_Rock"
"TRABKBS128F42823EC","A Static Lullaby","God Bless You (Goddamn it)",2005,0.758678715,0.557562472,"ARQ05GM1187B990512","Chino Hills, CA",0.542307526,0,237.42649,0,-4.621,0,80.41,7,"Pop_Rock"
"TRABLGI128F42B867A","Eighteen Visions","Our Darkest Days",2006,0.752365974,0.440107997,"ARV1ALU1187FB4D77E","Orange County, CA",0.660369706,0,172.19873,0,-4.806,0,131.079,6,"Pop_Rock"
"TRABMDW128F14682DD","The Bucketheads","Sayin' Dope",1995,0.563845985,0.344540601,"AR19GQN1187FB3ACF5","New York, NY",0.375984302,0,365.71383,0,-14.979,0,120.876,9,"Electronic"
"TRABMYD128F428BD38","Shriekback","Reason With The Beast",2005,0.547938241,0.374791219,"AR37ILI1187B98E27B","London, England",0.23979456,0,113.60608,0,-11.661,0,100.15,2,"Pop_Rock"
"TRABMZZ128F4249C60","Hatebreed","As Diehard As They Come (Album Version)",2006,0.832757431,0.546383748,"ARPKATM1187B9B76E6","New Haven, CT",0,0,136.95955,0,-3.806,0,85.771,0,"Pop_Rock"
"TRABNDD128F933D3C7","Sister Hazel","Walls And Cannonballs (Album)",2010,0.731065756,0.509878708,"AREPD8D1187FB3F5BC","Gainesville, FL",0.603030145,0,195.36934,0,-6.481,0,140.259,5,"Pop_Rock"
"TRABNEV128F92F9F62","Precious Bryant","Dark Angel",2005,0.462996094,0.329391949,"AR858UO1187FB437B4","North Carolina",0.241524482,0,193.72363,0,-9.131,0,91.538,4,"Blues"
"TRABNIQ128F4261298","Brooke Valentine","Taste Of Dis (Explicit Version)",2005,0.705745818,0.359064296,"AR8LMZM1187B9A8160","Houston, TX",0.215080319,0,261.53751,0,-6.825,0,111.936,1,"RnB"
"TRABNRG128F425E087","Black Flag","Crass Commercialism",1982,0.731208047,0.547506775,"ARQ76LG1187B9ACD84","Los Angeles, CA",0.499445835,0,1030.19057,0,-18.91,0,70.649,0,"Pop_Rock"
"TRABPUI12903CF22CE","Turisas","Sahti Waari",2004,0.664182058,0.502848779,"ARNDBEM1187B9A2918","H•À_enlinna, Finland",0.653815561,0,146.59873,0,-7.249,0,160.009,0,"Pop_Rock"
"TRABQVM128F92F7544","Stars Like Fleas","You Are My Memoir",2007,0.511711973,0.33256773,"AROBERX1187B9B437A","Brooklyn, NY",0,0,264.51546,0,-7.401,0,103.936,5,"Pop_Rock"
"TRABRGV128E07999DF","Ms. Dynamite","Mr. Prime Minister",2005,0.589694605,0.383863704,"AR21YNH1187FB49649","London",0.408110884,0,286.32771,0,-9.903,0,125.916,9,"RnB"
"TRABRMJ128E0780E42","Blink-182","A New Hope",1997,0.851351443,0.582346374,"ARA3I0J1187FB57869","Poway, CA",0.674164746,0,225.12281,0,-7.315,0,200.716,7,"Pop_Rock"
"TRABTBA128F9312BD8","Alan Silvestri","The Joes Mobilize",2009,0.629301806,0.450779891,"ARFFDZU1187FB50682","New York, NY",0.301681757,0,504.05832,0,-10.586,0,154.172,8,"Stage"
"TRABTNT128F9315009","Byther Smith","So Unhappy",2004,0.465194733,0.36228409,"ARZ05QG1187FB3843E","Monticello, MS",0.535575222,0,269.7922,0,-10.483,0,94.554,0,"Blues"
"TRABUCZ128F424163A","Green Day","Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05)",2005,0.859513993,0.812307796,"ARV3CRH1187B9A1B21","Berkeley, CA",0.437909889,0,340.79302,0,-5.66,0,101.08,7,"Pop_Rock"
"TRABUMO12903CBE25F","Alice In Chains","Lesson Learned",2009,0.796337059,0.582921576,"ARSW5F51187FB4CFC9","Seattle, WA",0.824432869,0,256.522,0,-3.91,0,107.845,10,"Pop_Rock"
"TRABURP128F145D5DC","Bobby Darin","(I Heard That) Lonesome Whistle",1995,0.704411407,0.469425908,"ARD0FN11187B9B25CD","New York, NY [The Bronx]",0,0,163.52608,0,-13.876,0,90.18,5,"Pop_Rock"
"TRABVAR128F421CFCB","Willie Rosario","Un Tipo Como Yo",1999,0.555966789,0.338110388,"AR9KWJK1187FB4A531","Cuomo, Puerto Rico",0.569275651,0,281.41669,0,-5.799,0,197.458,7,"Latin"
"TRABVIU128E0780DA0","Placebo","Slave To The Wage",2000,0.804523521,0.586433379,"AR6892W1187B9AC71B","London, England",0.850282902,0,246.96118,0,-6.033,0,142.116,8,"Pop_Rock"
"TRABVIZ128F42BA066","Metallica","Hit The Lights",1982,0.852136187,0.78033412,"ART5MUE1187B98C961","Los Angeles, CA",0.801014141,0,252.3424,0,-3.028,0,167.486,1,"Pop_Rock"
"TRABVVN12903CB6445","The Radio Dept.","Closing Scene",2007,0.739454874,0.513339196,"AREKO1L1187B997EFE","Lund, Sweden",0.682574648,0,256.02567,0,-5.648,0,88.02,9,"Pop_Rock"
"TRABXPR128F92F27FE","Cauterize","Shooting Stars",2003,0.537908276,0.417727338,"ARF0COO1187B99B9EF","Ohsawa, Ontario",0.714329037,0,240.43057,0,-4.714,0,97.148,1,"Pop_Rock"
"TRABYAR128F931B1A4","Robben Ford","Something For The Pain",2002,0.604820432,0.383877494,"AR7BMMV1187FB5B2D7","Ukiah, CA",0.503381236,0,298.37016,0,-6.311,0,111.903,9,"Jazz"
"TRABYEY128F933773A","Anti-Flag","This Is NOT a Crass Song",1999,0.844039532,0.524378988,"ARUSOMY1187FB4D3B4","Pittsburgh, PA",0.549342332,0,359.6273,0,-10.609,0,141.334,6,"Pop_Rock"
"TRABZCL128E0789AED","Shelby Lynne","Old Times Sake",2005,0.685691649,0.542502096,"ARA3VJJ1187FB3F5A6","Quantico, VA",0.392008771,0,290.97751,0,-15.546,0,121.773,7,"Country"
"TRABZPI12903CEB0EC","Hot Chip","Ass Attack (Four Tet Remix)",2004,0.852638932,0.535763158,"ARWA8AH1187FB3FC84","London",0.33888672,0,181.02812,0,-6.446,0,126.14,1,"Pop_Rock"
"TRABZRB128F423EFA9","Kathy Mattea","Sally In the Garden",2008,0.603383145,0.422127199,"AR1DR0E1187FB48F61","Cross Lane, WV",0.323112121,0,44.64281,0,-16.504,0,146.894,1,"Country"
"TRACALZ12903CDCFBB","Fudge Tunnel","Bed Crumbs",1991,0.526646055,0.352342013,"AR05VW21187FB407B4","Nottingham",0.480238748,0,124.94322,0,-7.31,0,120.703,11,"Pop_Rock"
"TRACAMS128F9307856","Eliane Elias","No More Blues (Chega de Saudade)",1992,0.669726188,0.427914247,"ARGMXQW1187FB54C34","Sao Paulo, Brazil",0.215080319,0,326.42567,0,-24.83,0,95.111,5,"Jazz"
"TRACAOS128F42300B8","Dave Eggar","Wave",2002,0.450361261,0.267757495,"ARMSW7X1187FB5B504","California - LA",0,0,225.04444,0,-23.15,0,100.893,1,"New"
"TRACAQW128F428E2B7","2raumwohnung","Ja (Hanno's Poppersmonstermix)",2007,0.664559979,0.397569595,"ARNJVSL1187B99AFD4","Berlin, Germany",0.265861049,0,357.85098,0,-8.525,0,125.995,7,"Pop_Rock"
"TRACAXP128F14A2127","The Exies","Creeper Kamikaze",2003,0.796797414,0.453259925,"AR1GNFR1187B9AD1FD","Los Angeles, CA",0.692329927,0,201.87383,0,-4.998,0,113.326,10,"Pop_Rock"
"TRACBOR128F422CFE4","Buzzcocks","Strange Thing",1980,0.700446614,0.528795206,"AR0XSOO1187B9B9E88","London / Ex-Manchester",0.550647153,0,219.19302,0,-7.736,0,176.153,4,"Pop_Rock"
"TRACBQQ128F4263AEB","Stanley Clarke","Journey To Love",1975,0.657883116,0.464886257,"ARHZCG01187B99E4DE","Philadelphia, PA",0.489038209,0,282.69669,0,-12.714,0,84.064,2,"Jazz"
"TRACBWP128C7196948","3 Doors Down","It's Not Me",2003,0.840432422,0.608849019,"ARW1MUW1187FB4D5A1","Escatawpa, MS",0.704963317,0,230.42567,0,-5.981,0,86.82,4,"Pop_Rock"
"TRACCKS128F42B77AE","Bone Thugs-N-Harmony","Murder One",2000,0.81592342,0.555138322,"ARUZRFN1187B98AC05","Cleveland, OH",0.474054831,0,255.73832,0,-5.724,0,101.167,9,"Rap"
"TRACCVZ128F4291A8A","Mastodon","Deep Sea Creature",2001,0.780461749,0.574274731,"ARMQHX71187B9890D3","Atlanta, GA",0.597640798,0,280.21506,0,-3.306,0,173.205,5,"Pop_Rock"
"TRACEDP128F145F7BB","Dave Hollister","Tell Me Why",2006,0.612543004,0.459660463,"ARXP7MQ1187FB3AC5F","LOWELL",0.728852131,0,305.34485,0,-7.232,0,118.052,6,"RnB"
"TRACFXL128F930B28B","Bersuit Vergarabat","Sencillamente",2005,0.615504103,0.439836359,"AR02YGA1187B9B8AC4","Buenos Aires",0.514753324,0,307.35628,0,-7.769,0,135.982,6,"Latin"
"TRACFZI128E0795424","Saosin","Bury Your Head",2005,0.755077151,0.563763752,"ARGO67V1187B9968D2","California",0.747754816,0,212.29669,0,-3.753,0,85.029,6,"Pop_Rock"
"TRACHHH128E0788A35","Dilated Peoples","Big Business",2004,0.804838889,0.457841156,"AR0CANF1187B9AF35F","Los Angeles, California",0.558997327,0,149.91628,0,-8.225,0,165.546,11,"Rap"
"TRACHKX128F934B07A","Fever Ray","I'm Not Done",2009,0.713782886,0.529166983,"ARUYVDC12086C11D5C","Stockholm",0.554384121,0,280.24118,0,-9.074,0,64.811,0,"Electronic"
"TRACJWY12903CB7DBF","Kris Kristofferson","Same Old Song",1974,0.732393863,0.496224349,"ARBQPXY1187B98D67B","Brownsville, TX",0.360370583,0,194.37669,0,-11.663,0,74.809,2,"Country"
"TRACKWV128F934B6B0","Goatwhore","Forever Consumed Oblivion",2006,0.773271848,0.429689629,"AREY3RN1187B993C5F","New Orleans, LA",0.514753324,0,225.64526,0,-4.442,0,110.994,10,"Pop_Rock"
"TRACLPE128F4287687","Basic Channel","Phylyps Trak II/II",1994,0.553637086,0.360200448,"AR2CM6U1187B999EB7","Berlin, Germany",0.509157228,0,793.62567,0,-12.593,0,127.923,11,"Electronic"
"TRACMCG128F92CE225","Trivium","Upon The Shores [Explicit]",2008,0.847754656,0.494206855,"ARJBWQI1187B9B17D1","Orlando, FL",0.474054831,0,321.17506,0,-3.973,0,100.604,4,"Pop_Rock"
"TRACMHD128F931FB14","Ensiferum","Hero In A Dream",1999,0.710203377,0.51484988,"ARUWB5W1187B98D7A1","Helsinki, Finland",0.691042546,0,218.61832,0,-2.599,0,200.061,9,"Pop_Rock"
"TRACMIU128F935381D","Martin Sexton","Ice Cream Man",2001,0.641197515,0.448653471,"AR4TLW81187B99683D","Syracuse, NY",0.304169503,0,352.88771,0,-8.733,0,133.391,2,"Folk"
"TRACMJZ128F92FD86B","Chris Standring","Mumbo Jumbo (jazz)",2006,0.564710159,0.415937641,"ARYZV2X1187B997BE7","California - LA",0.494489518,0,257.59302,0,-9.449,0,97.959,9,"Jazz"
"TRACNXS128F93395BA","Ten Years After","Victim Of Circumstance",1989,0.683388517,0.46311834,"AR8SRQ31187FB4D477","Nottingham, England",0.215080319,0,248.78975,0,-11.814,0,128.598,5,"Pop_Rock"
"TRACOHQ128F424C5EF","Chimaira","The Flame",2007,0.837450128,0.476760867,"ARDEC2A1187B9A460E","Cleveland, OH",0.629071836,0,323.18649,0,-4.238,0,150.11,7,"Pop_Rock"
"TRACOIZ128F933E368","Faye Adams","My Greatest Desire",1961,0.396455254,0.299230368,"ARH4Z031187B9A71F2","Newark, NJ",0,0,144.1171,0,-11.508,0,110.323,3,"Pop_Rock"
"TRACOVO128F1470021","Tina Britt","He Put The Hurt On Me",2006,0.36061367,0,"ARGXNS21187B999665","Florida",0,0,177.94567,0,-7.162,0,118.835,3,"RnB"
"TRACPRG12903CB8E83","Enslavement Of Beauty","Ye That Tempteth_ Ye That Bequeth",2001,0.546206711,0.354517343,"AR0I2BV1187FB3D89F","NORWAY",0.536570161,0,239.90812,0,-4.732,0,120.052,4,"Pop_Rock"
"TRACRBQ128F4263964","J.J. Cale","Midnight In Memphis",1997,0.67577137,0.435468899,"AR93D4D1187FB3ACAD","Oklahoma City, OK",0.557313136,0,263.94077,0,-14.293,0,111.492,0,"Pop_Rock"
"TRACRON12903CB59E6","Everyday Sunday","Don't Leave",2002,0.632856419,0.428980521,"ARQ0BZY1187B99F093","Columbus, OH",0.323112121,0,269.73995,0,-7.462,0,103.009,7,"Religious"
"TRACSBL128F42480E8","The Presets","Yippiyo-Ay",2008,0.724864482,0.524449471,"ARX2DLI1187FB4DD03","Sydney, Australia",0.663124801,0,271.85587,0,-4.002,0,120.119,4,"Pop_Rock"
"TRACTIE128F92E473B","Alice In Chains","Brother",1992,0.796337059,0.582921576,"ARSW5F51187FB4CFC9","Seattle, WA",0.708746211,0,267.36281,0,-6.478,0,92.012,1,"Pop_Rock"
"TRACTUH128F92C93A3","Eddie Money","Two Tickets To Paradise",1977,0.688146051,0.518371606,"ARWZSFC1187FB567BF","Brooklyn, NY",0.426223508,0,189.30893,0,-7.54,0,86.902,2,"Pop_Rock"
"TRACUGA128F14ACFB8","Elliot Goldenthal","Bullet Frenzy",2003,0.599133769,0.392994623,"ARZVEF91187B9AC770","New York, NY",0.394394856,0,617.82159,0,-13.179,0,148.505,2,"Stage"
"TRACULD128F935A67B","Behemoth","Before The Ì ons Came",2004,0.84219335,0.550422825,"AR1OBRC1187FB59AD4","POLAND",0.651392592,0,178.33751,0,-4.059,0,85.112,1,"Pop_Rock"
"TRACUMR128F932C675","Soilwork","Machine Gun Majesty [Live] (Album Version)",2000,0.785120149,0.562881125,"ARUF32D1187B9B157E","Helsingborg, Sweden",0,0,323.21261,0,-3.049,0,93.235,7,"Pop_Rock"
"TRACUVF128F4250C51","Shaggy","Alimony",1994,0.772292647,0.542175166,"ARTYXQC1187B9ACAB2","Kingston, Jamaica",0,0,232.30649,0,-7.751,0,89.998,6,"Reggae"
"TRACVSS128E07846A7","Snow Patrol","Half The Fun",2004,0.818319359,0.667294596,"ARVN9FZ1187FB393F1","Dundee, Scotland",0.702289777,0,174.602,0,-4.022,0,142.01,11,"Pop_Rock"
"TRACVTK128F4288966","Outerspace","Drive By Music",2006,0.611933956,0.37235087,"AR9788H1187B9A05D1","Philadelphia, PA",0.44082644,0,200.9073,0,-4.982,0,181.889,10,"Rap"
"TRACWNC128F42ABB99","Astarte","Risen From Within",2000,0.537088297,0.352919184,"ARF3L8J1187B9B7866","Athens, Greece",0.43483809,0,173.81832,0,-6.241,0,161.782,4,"Pop_Rock"
"TRACZJA128F429E665","Novaspace","Guardian Angel",2002,0.688040857,0.372307463,"ARNQ7UN1187B98EE77","Berlin, Germany",0.266955186,0,231.54893,0,-7.299,0,185.97,2,"Pop_Rock"
"TRADACR12903CD10C1","Colin James","Sending A Message",2003,0.523962423,0.440867557,"ARSEC9Q1187B98912D","Regina, Saskatchewan, Canada",0.239629098,0,233.7171,0,-7.382,0,149.317,1,"Pop_Rock"
"TRADAFY128F145B77B","Marlene Dietrich","Auf Der Mundharmonika",1992,0.616896386,0.416503946,"ARKETDZ1187B9B2566","Sch•À_erg, Germany",0.413752422,0,159.34649,0,-16.163,0,42.654,7,"Vocal"
"TRADAYS12903CDBE0F","Furry Lewis","Judge Boushay Blues",1972,0.572500601,0.368054039,"ARN7OQ21187FB5A6B3","Greenwood, MS",0.460484845,0,221.962,0,-28.946,0,104.469,2,"Blues"
"TRADEAI12903C9B81C","Dokken","Disease",2008,0.769896415,0.458293186,"ARV8LAR1187FB3DE2A","Los Angeles, CA",0.460541281,0,210.88608,0,-5.152,0,89.019,6,"Pop_Rock"
