A,Bb,B,C,Dd,D,Ed,E,F,Gd,G,Ad
180.129,87.897,185.97,210.636,100,133.981,106.435,117.966,177.866,127.267,142.946,90.071
107.087,103.929,79.677,102.126,124.481,97.302,127.981,84.05,79.952,121.238,145.18,104.02
165.263,130.017,104.469,88.05,164.387,110.768,89.925,119.194,82.581,164.815,84.72,115.949
131.938,41.985,39.451,185.623,126.191,135.958,170.081,103.009,103.046,122.243,112.277,130.013
116.949,161.721,108.751,144.099,103.432,93.32,79.685,100.006,97.143,143.986,158.57,155.049
120.172,93.957,146.484,134.931,124.186,84.956,137.971,122.298,107.93,85.7,150.077,85.94
113.156,224.471,171.123,118.196,86.589,91.488,126.773,162.103,127.811,130.126,140.019,189.825
111.492,110.167,77.977,82.653,221.858,85.006,94.009,128.714,162.987,95.11,82.733,102.009
119.903,169.237,129.626,124.237,177.152,118.796,117.996,106.724,104.939,93.174,120.663,130.136
69.538,88.745,122.421,108.504,217.289,80.864,71.608,93.235,91.997,168.21,130.098,128.399
117.381,180.876,128.298,91.684,122.004,93.119,81.224,145.228,122.546,119.644,77.352,115.919
74.666,75.22,116.282,130.008,182.922,133.155,91.215,109.018,195.026,125.618,144.232,130.823
125.02,159.668,136.932,145.1,114.168,140.027,140.989,94.304,190.102,220.104,74.384,121.375
196.137,166.124,172.02,162.727,84.273,139.972,82.789,183.935,123.294,115.139,0,127.891
95.991,100.01,150.83,164.648,122.22,94.994,86.113,125.783,106.575,151.493,174.865,120.859
122.799,167.263,97.916,91.312,105.006,102.605,97.103,85.973,141.621,155.526,115.937,126.46
131.078,64.734,79.35,143.245,89.219,101.272,111.824,42.654,102.04,121.805,93.594,147.347
103.077,91.97,186.582,85.807,124.022,104.805,87.747,115.938,121.28,124.22,133.903,116.837
65.852,146.454,68.936,95.068,87.995,132.188,110.198,185.246,137.823,102.533,128.601,85.326
142.911,66.595,98.436,66.568,107.455,216.196,102.16,111.727,170.034,126.984,153.211,165.971
97.342,127.882,205.972,111.321,103.647,176.349,135.537,128.217,140.834,140.013,117.772,135.951
77.754,93.33,74.665,105.314,137.149,116.992,135.053,200.079,154.483,118.372,125.009,127.874
182.774,90.033,146.683,145.004,110.167,90.055,108.069,64.141,185.76,119.066,106.58,97.004
153.642,98.509,111.95,120.765,159.212,81.828,48.942,86.561,177.662,88.355,137.387,162.733
180.8,131.121,128.976,139.401,116.829,96.22,126.631,162.736,134.279,87.716,93.443,148.458
88.343,171.329,141.652,106.14,140.056,229.808,122.988,139.402,166.929,131.729,127.844,164.192
156.972,109.072,78.134,103.3,101.624,138.213,139.947,124.748,84.303,150.784,166.989,172.485
119.963,99.059,92.924,100.567,130.12,103.244,160.129,133.912,167.142,105.025,101.485,91.498
170.412,93.924,73.183,114.895,163.083,175.613,107.199,123.765,130.052,74.601,110.058,125.022
110.178,120.583,117.311,99.809,160.052,153.3,103.694,151.049,43.967,240.314,118.017,127.92
83.905,158.982,109.135,163.884,123.709,124.973,101.335,126.464,144.975,134.075,113.373,135.099
132.115,87.953,93.532,125.052,154.603,149.913,76.125,159.552,120.309,152.729,86.819,112.998
211.986,179.831,94.977,102.745,141.681,104.587,92.439,149.259,120.012,109.051,125.012,85.56
137.935,120.731,124.346,89.975,86.463,127.191,96.043,152.041,92.017,158.455,71.312,136.767
180.588,130.325,219.826,99.946,92.998,118.355,106.41,223.34,70.49,119.711,122.842,85.541
168.193,149.567,177.841,93.871,127.15,129.493,141.992,127.803,172.112,91.859,93.417,87.758
101.166,94.005,91.453,86.128,81.767,203.994,65.573,88.127,203.211,147.886,130.272,104.237
156.222,98.823,138.732,148.907,120.138,120.938,112.361,150.155,97.999,179.665,123.26,126.412
99.955,147.055,87.136,128.398,99.901,100.783,178.63,121.596,170.047,135.87,157.446,135.033
120.064,124.988,94.905,42.086,92.012,133.428,128.006,80.023,153.316,129.245,168.36,163.007
172.172,161.26,128.134,103.063,159.502,70.317,145.521,151.805,60.159,119.649,95.948,88.015
84.496,138.308,112.752,104.705,124.487,93.283,87.102,166.037,163.35,117.316,171.78,137.714
144.562,133.392,160.027,135.264,87.899,126.983,173.423,122.623,94.961,111.834,169.771,140.112
94.276,146.852,82.909,94.318,133.986,119.017,142.253,127.707,164.137,95.889,36.151,196.106
122.484,85.012,82.604,159.991,164.698,81.492,107.944,146.02,109.45,88.897,107.32,150.028
160.663,118.101,99.566,94.161,147.83,119.827,148.142,116.432,150.982,84.969,73.507,114.037
137.068,114.272,79.428,209.141,161.456,0,107.081,177.093,124.285,134.491,130.092,104.79
174.268,134.837,120.25,121.518,193.575,90.507,95.098,93.988,115.126,136.726,119.461,145.032
99.435,121.896,100.018,90.255,59.983,167.307,132.088,116.517,121.029,79.709,97.342,125.037
85.331,200.435,156.028,92.971,153.086,119.663,170.773,134.21,185.327,103.731,84.009,161.909
157.582,87.013,173.652,196.45,152.457,101.636,84.672,129.393,116.195,109.982,199.483,121.842
100.296,113.09,133.324,89.102,139.963,182.962,180.005,97.643,105.069,197.831,171.85,124.969
75.706,90.964,200.004,66.882,111.868,137.908,78.245,150.116,126.747,116.539,125.994,160.066
72.656,101.997,76.096,111.523,186.501,149.619,90.139,131.784,110.002,130.826,126.179,92.643
105.852,206.791,117.625,99.98,187.566,123.474,84.676,127.923,119.029,161.196,71.597,86.844
0,118.203,129.277,54.874,134.552,95.619,104.618,170.003,103.8,125.1,150.933,136.89
98.063,116.04,147.928,127.07,146.013,100.928,131.889,66.907,154.637,132.595,87.899,101.121
174.785,116.064,162.954,154.731,107.657,86.961,124.577,99.565,95.061,165.271,179.987,127.006
61.018,125.908,85.746,90.814,110.19,93.041,166.749,115.371,66.064,106.002,147.597,153.998
130.016,117.263,94.082,162.389,111.315,119.965,96.052,107.433,120.003,165.294,91.249,154.585
150.096,115.508,162.002,144.215,100.171,144.478,133.45,110.013,112.352,120.521,244.366,100.353
165.111,129.824,209.739,163.085,127.962,160.184,82.69,134.046,114.983,116.49,86.675,174.293
127.876,89.091,144.162,99.494,201.123,95.298,131.568,107.412,104.039,125.958,115.418,107.779
197.038,196.303,106.854,116.064,152,132.59,115.021,129.591,121.957,113.966,111.132,103.054
127.974,101.004,148.653,171.527,129.088,68.388,128.549,123.633,122.166,246.5,120.07,130.286
135.238,116.903,115.781,77.069,142.351,107.886,183.437,56.306,143.812,151.869,89.978,96.054
147.508,60.017,111.903,132.61,131.857,107.905,122.624,88.967,85.962,136.271,104.709,105.05
115.737,150.3,148.642,117.696,91.589,59.17,122.093,202.829,127.968,84.895,122.678,110.018
100.042,121.075,95.869,95.735,100.046,97.882,153.052,146.913,137.911,201.006,53.672,86.693
86.007,134.293,107.042,70.891,122.709,115.38,99.612,79.912,148.073,82.282,156.002,119.389
78.139,137.158,110.691,84.619,127.659,83.883,205.16,172.061,129.722,138.378,105.509,30.048
105.459,243.195,122.495,165.145,120.548,115.75,180.121,100.026,140.666,86.006,140.281,87.557
175.663,126.955,94.672,150.519,98.082,130.335,67.606,101.577,135.993,60.757,106.658,151.73
122.019,84.631,21.438,0,103.713,99.095,119.712,93.021,84.789,142.398,88.578,139.026
103.427,144.022,126.555,85.56,140.013,116.034,105.732,125.47,125.126,109.057,135.826,81.404
123.943,96.686,92.277,110.044,117.214,85.731,167.988,150.063,87.572,78.588,92.236,91.256
128.664,91.007,122,109.614,108.047,227.48,126.482,110.595,95.87,150.209,120.317,102.739
103.053,121.407,98,95.611,114.375,105.004,85.261,92.215,128.171,150.799,118.617,125.016
79.05,142.782,120.954,128.116,110.441,95.051,111.319,99.587,124.494,131.045,145.562,97.015
177.598,127.355,71.533,75.738,116.36,127.122,99.487,101.713,105.201,95.611,198.118,88.023
78.666,159.499,120.183,74.739,87.76,130.545,136.964,106.542,141.325,160.158,136.897,95.56
110.674,87.618,157.532,155.954,100.394,172.9,139.202,156.079,101.799,131.968,81.647,85.508
136.821,79.098,117.368,190.116,79.905,135.525,92.55,113.569,165.903,114.382,113.52,119.562
93.265,127.574,108.417,157.007,123.976,164.641,181.371,132.337,126.07,149.916,174.762,120.502
0,94.819,141.749,142.141,163.748,77.635,104.993,103.634,147.892,72.073,148.633,88.95
114.045,179.406,120.038,165.965,78.601,98.998,175.028,154.286,120.464,85.207,97.754,71.416
140.044,89.335,109.847,111.459,80.455,152.857,87.122,98.001,84.971,80.7,178.934,147.979
174.609,114.083,85.551,98.501,118.155,122.887,152.633,84.437,156.131,85.131,77.235,90.101
130.513,135.778,207.974,119.897,117.298,159.252,120.807,122.026,133.972,65.195,240.263,168.352
150.782,89.311,204.064,123.788,121.101,183.882,134.237,87.005,142.739,117.464,87.406,96.057
126.007,67.176,118.66,109.54,147.734,131.868,83.856,51.265,128.639,140.111,71.228,129.987
117.985,143.855,180.327,79.952,85.652,158.121,141.769,113.063,168.979,116.087,119.534,83.957
121.945,42.782,168.935,96.714,165.224,149.971,148.452,98.623,86.175,173.581,63.134,125.245
84.001,208.51,181.748,143.869,51.714,126.934,91.562,117.993,124.883,85.005,145.147,187.427
158.767,90.199,96.989,135.421,128.502,129.972,160.04,89.696,92.409,91.548,78.971,129.583
182.879,184.012,126.986,96.801,83.99,139.98,121.03,105.982,147.256,111.577,103.997,69.742
176.279,115.37,98.085,127.677,137.924,165.67,136.223,150.012,116.866,75.416,106.083,126.153
103.621,169.722,94.18,136.749,140.945,131.955,77.115,101.663,129.829,93.458,155.979,168.849
89.001,64.79,69.704,66.529,126.105,153.731,88.808,186.128,119.633,106.009,104.01,137.272
74.392,126.291,152.363,64.796,155.926,130.908,87.653,173.221,158.813,103.172,152.294,120.122
148.012,151.844,189.616,124.152,208.338,120.066,120.03,60.509,97.454,155.996,147.736,112.192
174.437,109.659,145.323,154.429,121.666,143.095,157.381,84.461,120.522,127.902,135.066,110.579
130.019,130.007,186.549,86.066,85.714,88.072,85.141,170.702,139.755,118.239,122.954,110.444
164.52,110.28,115.007,141.71,136.208,68.326,118.947,63.334,104.994,81.947,202.052,95.736
140.025,100.013,100.855,78.681,93.001,102.77,118.029,130.815,99.981,103.218,75.06,121.744
139.977,89.026,139.778,86,120.92,196.141,88.878,137.537,97.243,186.285,78.841,148.234
92.742,162.134,110.255,39.866,149.9,131.319,113.131,111.428,129.729,90.983,64.901,109.997
205.245,127.99,161.518,141.743,124.989,90.073,122.924,142.895,95.575,109.518,136.984,126.953
98.681,130.07,66.963,140.422,109.696,111.046,104.796,108.128,150.006,142.479,105.95,119.38
95.684,106.756,166.036,127.91,110.98,98.501,93.022,100.095,121.015,108.251,112.063,161.697
115.449,81.895,174.554,144.252,110.007,197.704,169.991,138.83,93.325,120.848,182.198,107.542
141.379,168.861,118.295,97.687,113.204,118.971,99.978,174.69,69.313,130.453,108.188,126.805
114.028,89.992,144.649,140.026,121.884,100.275,136.003,119.996,40.875,162.155,104.99,139.913
135.599,175.948,189.987,123.816,100.72,120.716,119.984,119.713,99.995,107.053,128.251,117.971
64.033,95.576,117.181,140.577,168.165,111.953,127.171,86.971,120.446,171.648,125.676,148.358
140.462,127.979,120.546,71.913,86.949,157.956,90.167,134.5,124.144,181.355,86.813,144.005
119.331,128.006,70.163,103.302,116.137,192.66,139.994,176.756,124.066,109.305,115.906,120.689
115.633,145.008,73.894,56.977,235.405,130.255,81.255,66.931,131.444,126.785,130.427,75.316
163.725,90.336,94.849,154.403,86.55,162.817,199.07,91.76,189.917,84.032,133.349,99.141
91.979,125.593,140.878,111.152,122.152,141.042,104.296,168.459,52.711,62.78,185.325,105.157
96.848,107.927,100.705,99.334,124.916,159.248,141.733,137.192,89.89,192.027,87.992,96.037
95.315,111.946,136.749,129.927,127.932,130.275,123.795,189.524,88.772,161.529,69.169,135.415
84.826,138.156,114.902,47.934,130.173,192.819,93.925,86.296,94.807,166.025,140.202,122.968
130.786,134.112,89.042,111.943,79.916,126.976,110.134,161.47,164.35,74.551,206.02,130.869
162.069,86.684,115.798,152.338,175.007,227.161,125.523,146.143,175.708,91.289,147.128,176.761
128.928,110.209,149.293,109.657,117.367,59.678,102.176,242.393,120.196,118.058,119.101,211.059
160.598,121.871,177.931,183.684,117.844,182.408,158.34,131.981,80.051,77.788,157.759,176.18
153.667,129.97,147.781,86.499,119.712,111.927,105.445,131.279,187.232,120.059,105.966,111.016
100.398,0,110.071,113.799,113.431,172.223,130.013,120.039,90.889,64.259,127.493,102.677
112.915,164.002,93.061,93.703,101.905,93.366,127.968,117.269,117.267,88.942,146.971,108.565
109.085,151.699,109.265,165.908,96.082,130.027,99.144,118.577,67.126,210.691,134.201,149.96
151.744,110.107,132.598,119.283,116.949,139.944,102.739,112.88,96.779,77.885,88.025,95.991
110.897,157.897,84.853,125.984,136.861,104.819,106.865,185.409,125.015,122.691,155.056,98.254
146.677,160.663,139.841,227.236,72.884,101.469,130.839,96.311,30.827,181.208,104.986,92.299
121.764,102.828,134.027,150.071,137.398,121.153,101.439,194.028,210.032,140.186,155.329,105.393
78.16,126.31,120.153,185.255,156.066,121.649,85.964,101.529,108.283,114.093,141.553,101.044
115.954,134.104,72.724,206.978,152.628,221.81,98.128,86.201,73.961,138.001,61.878,103.342
104.988,169.866,84.59,87.447,91.318,115.079,104.171,96.716,140.997,180.874,120.563,175.959
166.092,149.939,76.385,85.816,85.2,110.499,118.933,90.158,107.829,97.022,57.332,157.137
142.158,105.207,84.562,138.504,84.133,99.973,86.409,80.79,136.211,120.349,125.978,102.392
113.571,101.303,253.357,121.923,85.375,134.804,160.126,137.567,101.29,156.139,160.084,0
149.551,135.914,126.786,85.599,133.072,92.244,155.793,176.16,102.889,126.488,94.146,79.468
122.376,119.813,160.105,94.771,149.005,241.892,121.487,187.844,122.761,159.026,74.162,88.928
151.537,74.728,66.565,112.911,41.133,112.144,95.039,139.72,162.139,61.994,100.969,47.421
100.032,107.905,139.949,130.008,93.937,112.445,148.735,131.966,183.486,107.922,136.495,215.595
144.94,99.124,111.555,116.086,74.884,108.248,125.049,163.519,79.821,135.037,124.656,132.986
62.076,125.528,177.563,131,100.929,211.806,144.544,105.994,84.001,97.667,113.534,106.662
107.531,171.787,140.08,179.547,145.218,223.62,119.346,193.578,106.136,107.083,118.096,200.562
99.492,167.59,168.02,167.553,127.792,92.26,87.054,169.943,186.075,118.136,113.198,100.415
118.055,174.524,111.034,110.1,93.773,147.395,130.057,94.072,141.63,91.739,81.936,94.335
81.256,100.03,140.143,98.299,124.073,161.986,176.932,142.432,86.633,86.624,111.504,130.03
106.216,197.213,161.874,89.093,114.135,160.046,37.656,92.555,69.347,107.711,47.682,127.983
130.042,99.556,83.255,137.903,77.478,83.057,67.6,86.142,141.36,134.086,132.082,30.553
132.558,91.417,137.942,169.654,122.565,135.206,199.652,133.64,106.492,141.846,102.534,124.766
125.363,180.04,125.361,118.198,137.883,135.801,101.341,84.655,113.293,119.437,122.03,95.254
109.996,110.972,87.097,109.857,185.981,133.331,125.991,150.715,150.405,160.048,133.721,109.86
126.618,87.697,109.293,136.32,159.728,92.186,104.263,77.99,134.648,98.015,118.712,119.406
122.934,145.893,84.069,111.28,95.738,135.487,122.811,151.956,110.43,136.887,85.043,96.528
116.318,125.881,148.856,101.998,201.792,131.991,168.474,118.472,103.532,181.421,172.133,149.956
124.008,169.105,158.578,77.806,108.533,93.328,127.757,90.81,107.55,106.01,120.546,132.465
185.559,97.802,139.959,156.021,98.991,128.304,170.069,115.254,146.022,112.09,146.688,129.961
83.95,96.024,105.085,100.013,78.281,118.237,116.169,86.39,152.99,155.26,86.743,154.434
50.059,91.02,199.826,178.531,77.41,107.662,171.968,138.291,122.186,165.977,161.353,142.869
133.312,197.741,110.133,84.639,119.956,112.68,139.304,116.024,101.029,125.05,174.005,102.682
125.663,164.981,110.57,153.474,120.271,146.284,59.49,112.421,66.201,101.195,107.005,124.088
88.648,172.279,160.051,138.311,120.101,151.215,151.936,160.246,141.602,129.974,158.322,125.007
0,160.015,135.064,141.982,196.13,99.784,71.14,143.898,114.179,96.972,95.514,113.034
105.157,181.747,116.806,127.969,185.89,170.024,102.769,84.283,140.007,102.008,104.801,127.952
159.415,137.934,90.098,151.752,97.544,199.762,116.012,137.963,83.706,150.23,106.798,147.421
66.691,170.046,100.312,161.996,81.585,104.618,137.99,90.875,146.77,131.948,86.979,100.029
124.332,117.198,103.548,116.228,85.949,113.151,151.945,121.955,157.204,219.298,107.002,122.233
86.197,133,111.549,62.008,116.099,102.606,219.796,124.255,89.923,134.741,79.632,162.384
146.879,124.992,84.81,88.138,166.057,175.43,180.287,187.66,138.367,147.975,127.719,102.99
90.267,95.147,145.635,143.908,69.222,168.004,106.298,96.006,72.788,187.323,116.795,192.025
113.515,140.029,128.961,167.018,110.791,156.239,78.136,118.056,145.525,119.035,162.226,84.99
139.224,145.464,113.86,108.888,84.825,43.211,111.043,141.746,114.962,149.864,140.97,127.909
140.595,125.983,107.303,103.859,179.51,148.244,90.902,115.007,72.117,171.463,81.646,125.964
126.274,81.65,61.82,186.423,124.616,200.42,93.412,102.402,197.352,104.12,100.364,124.409
134.56,177.876,98.784,90.19,76.908,84.212,70.047,166.411,99.809,117.954,159.041,96.154
107.892,122.023,138.43,100.341,92.972,92.293,132.474,92.927,114.209,164.925,78.612,181.801
170.079,132.021,93.156,89.921,122.786,133.01,105.54,210.957,116.682,159.081,93.785,130.065
45.43,97.075,93.03,98.998,120.014,63.16,92.87,149.853,149.748,183.907,142.801,126.955
88.57,113.557,95.227,146.93,101.767,113.287,86.155,116.122,88.675,136.044,106.525,83.872
160.001,156.605,94.1,155.979,137.333,118.132,88.794,88.012,102.072,100.034,92.082,139.914
113.552,144.955,83.116,99.312,167.97,160.786,74.078,90.987,122.852,96.695,116.673,127.977
141.868,144.144,102.829,116.083,159.184,200.105,164.637,208.737,187.893,125.295,75.114,130.955
84.871,186.006,72.91,109.522,106.221,99.21,159.659,162.987,142.196,165.886,231.725,70.778
126.029,156.924,129.333,94.705,127.987,179.934,153.968,103.584,91.699,127.469,111.915,65.316
88.314,125.749,91.084,138.033,95.48,111.985,124.993,125.348,168.303,103.12,86.721,94.007
235.903,86.928,98.087,75.467,85.855,87.895,110.032,134.923,100.059,113.812,108.789,99.742
100.893,206.101,92.969,151.164,160.153,151.379,131.622,100.005,110.048,195.223,81.983,130.129
202.036,120.389,156.029,111.942,83.976,112.194,183.573,99.987,125.057,86.321,93.394,123.415
